"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"69","80-10-068183","2010-08-29 03:18:00","2010-08-29 03:00:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","400 BLOCK S 4TH ST                                          ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"70","80-10-069013","2010-09-02 17:03:00","2010-09-02 17:03:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","8100 BLOCK PRESTON HWY                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"71","80-10-069250","2010-09-01 22:27:00","2010-09-01 21:00:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","2200 BLOCK BANK ST                                          ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40212"
"72","80-10-070041","2010-09-02 02:30:00","2010-09-02 02:30:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","BAR / NIGHT CLUB","600 BLOCK BAXTER AVE                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40204"
"73","80-10-069579","2010-09-05 11:31:00","2010-09-05 11:31:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","521","OTHER / UNKNOWN","100 BLOCK VERNON AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"74","80-10-071406","2010-09-11 16:05:00","2010-09-11 16:05:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","500 BLOCK FINZER ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"75","80-10-071525","2010-09-12 00:59:00","2010-09-12 00:50:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","900 BLOCK S 3RD ST                                          ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"76","80-10-070953","2010-09-10 02:53:00","2010-09-10 02:50:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1000 BLOCK S 4TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"77","80-10-074319","2010-09-11 22:04:00","2010-09-11 21:55:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 4TH ST / W JEFFERSON ST                                   ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40202"
"78","80-10-074319","2010-09-11 22:04:00","2010-09-11 21:55:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 4TH ST / W JEFFERSON ST                                   ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40202"
"79","80-10-075184","2010-09-17 11:57:00","2010-09-17 11:50:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","400 BLOCK WEST CT                                           ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40203"
"80","80-10-073348","2010-09-18 00:07:00","2010-09-18 00:04:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","OTHER RESIDENCE (APARTMENT/CONDO)","800 BLOCK S 4TH ST                                          ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"81","80-10-089551","2010-11-09 03:36:00","2010-11-09 03:36:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","600 BLOCK S 24TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LVIL","40211"
"82","80-10-089551","2010-11-09 03:36:00","2010-11-09 03:36:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","600 BLOCK S 24TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LVIL","40211"
"83","80-10-089551","2010-11-09 03:36:00","2010-11-09 03:36:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","600 BLOCK S 24TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LVIL","40211"
"84","80-10-087787","2010-11-05 04:16:00","2010-11-05 04:10:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1700 BLOCK BERRY BLVD                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"85","80-10-087787","2010-11-05 04:16:00","2010-11-05 04:10:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1700 BLOCK BERRY BLVD                                       ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"86","80-10-091281","2010-11-17 02:29:00","2010-11-17 02:20:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","I 264 RAMP / TAYLOR BLVD                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"87","80-10-091497","2010-11-18 01:00:00","2010-11-18 00:50:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","OTHER RESIDENCE (APARTMENT/CONDO)","300 BLOCK SIMMONS CT                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"88","80-10-095308","2010-11-24 15:18:00","2010-11-24 15:10:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","PARKING LOT / GARAGE","S BROOK ST / E MARKET ST                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40202"
"89","80-10-095695","2010-12-02 19:04:00","2010-12-02 18:55:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","613","HIGHWAY / ROAD / ALLEY","1900 BLOCK GOLDSMITH LN                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40218"
"90","80-10-096029","2010-12-03 20:47:00","2010-12-03 20:40:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","700 BLOCK LOGAN ST                                          ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"91","80-10-095684","2010-12-02 18:19:00","2010-12-02 18:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","PARKING LOT / GARAGE","MINOMA AVE / S SHELBY ST                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40217"
"92","80-10-098358","2010-12-10 19:33:00","2010-12-10 19:33:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","HIGHWAY / ROAD / ALLEY","BICKNELL AVE  / TAYLOR BLVD                                 ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40215"
"93","80-10-098474","2010-12-13 16:52:00","2010-12-13 16:45:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1400 BLOCK S 4TH ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40208"
"94","80-10-100931","2010-12-23 02:56:00","2010-12-23 02:50:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","316","HIGHWAY / ROAD / ALLEY","13200 BLOCK ASHLAWN DR                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40272"
"95","80-10-100931","2010-12-23 02:56:00","2010-12-23 02:50:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","316","HIGHWAY / ROAD / ALLEY","13200 BLOCK ASHLAWN DR                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40272"
"96","80-10-100669","2010-12-22 06:40:00","2010-12-22 06:30:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","DRUG STORE/DR`S OFFICE/HOSPITAL","500 BLOCK S JACKSON ST                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40202"
"97","80-10-099895","2010-12-19 02:10:00","2010-12-19 01:55:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","CRITTENDEN DR / I 264 RAMP                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40209"
"98","80-10-102431","2010-12-23 22:44:00","2010-12-23 22:42:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1300 BLOCK S BROOK ST                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40208"
"99","80-10-102668","2010-12-31 03:07:00","2010-12-31 03:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","HIGHWAY / ROAD / ALLEY","TAYLOR BLVD / WALTER AVE                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"100","80-11-001120","2011-01-04 13:18:00","2011-01-04 13:10:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","PARKING LOT / GARAGE","800 BLOCK EASTERN PKY                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40217"
"101","80-11-001021","2011-01-04 21:00:00","2011-01-04 21:00:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK E MUHAMMAD ALI BLVD                               ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"102","80-11-001021","2011-01-04 21:00:00","2011-01-04 21:00:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK E MUHAMMAD ALI BLVD                               ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"103","80-11-001382","2011-01-03 02:17:00","2011-01-03 02:10:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","OTHER / UNKNOWN","3100 BLOCK HUNSINGER LN                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40220"
"104","80-11-001214","2011-01-05 15:27:00","2011-01-05 15:00:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","5200 BLOCK GREENWOOD RD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"105","80-11-002165","2011-01-08 07:30:00","2011-01-08 07:58:20","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","514","HIGHWAY / ROAD / ALLEY","I264E AT TAYLORSVILLE RD                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40220"
"106","80-11-002165","2011-01-08 07:30:00","2011-01-08 07:58:20","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","514","HIGHWAY / ROAD / ALLEY","I264E AT TAYLORSVILLE RD                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40220"
"107","80-11-002165","2011-01-08 07:30:00","2011-01-08 07:58:20","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","514","HIGHWAY / ROAD / ALLEY","I264E AT TAYLORSVILLE RD                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40220"
"108","80-11-002399","2011-01-08 19:57:00","2011-01-08 19:50:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","OTHER RESIDENCE (APARTMENT/CONDO)","1300 BLOCK S 3RD ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"109","80-11-003187","2011-01-13 03:08:00","2011-01-13 03:00:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","E OAK ST / S PRESTON ST                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40203"
"110","80-11-003187","2011-01-13 03:08:00","2011-01-13 03:00:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","E OAK ST / S PRESTON ST                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40203"
"111","80-11-005492","2011-01-20 10:30:00","2011-01-20 10:00:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","435","SCHOOL - ELEMENTARY / SECONDARY","4600 BLOCK TAYLOR BLVD                                      ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ALL OTHER","LOUISVILLE","40215"
"112","80-11-005898","2011-01-23 02:45:00","2011-01-23 02:30:00","ASSAULT","13C","PART II","COMPLETED","METRO LOUISVILLE","METRO","OTHER / UNKNOWN","BRECKENRIDGE LN / GRANDVIEW AVE                             ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40207"
"113","80-11-005898","2011-01-23 02:45:00","2011-01-23 02:30:00","ASSAULT","13C","PART II","COMPLETED","METRO LOUISVILLE","METRO","OTHER / UNKNOWN","BRECKENRIDGE LN / GRANDVIEW AVE                             ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40207"
"114","80-11-006908","2011-01-24 20:50:00","2011-01-24 10:20:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","225","LIQUOR STORE","1200 BLOCK W HILL ST                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LVIL","40210"
"115","80-11-008109","2011-02-01 15:13:00","2011-02-01 15:13:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 18TH ST / PORTLAND AVE                                    ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40203"
"116","80-11-010022","2011-02-08 16:58:00","2011-02-08 16:58:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","4200 BLOCK NORBROOK DR                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40218"
"117","80-11-010158","2011-02-09 18:16:00","2011-02-09 18:16:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","S 25TH ST  / W MARKET ST                                    ","MENACING","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"118","80-11-010393","2011-02-10 16:55:00","2011-02-10 16:55:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","CLARA AVE / TAYLOR BLVD                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40215"
"119","80-11-026782","2011-04-08 19:31:00","2011-04-08 19:31:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","400 BLOCK IOWA AVE                                          ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"120","80-11-026996","2011-04-12 09:38:00","2011-04-12 09:38:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","400 BLOCK N 26TH ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40212"
"121","80-11-028755","2011-04-16 18:13:00","2011-04-16 18:13:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","OTHER RESIDENCE (APARTMENT/CONDO)","1400 BLOCK BLAND ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40217"
"122","80-11-026959","2011-01-30 15:23:00","2011-01-30 15:23:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1100 BLOCK GARVIN PL                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40203"
"123","80-11-029011","2011-04-19 02:43:00","2011-04-19 02:43:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1100 BLOCK S FLOYD ST                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"124","80-11-027560","2011-04-14 01:35:00","2011-04-14 01:35:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","135","HOMELESS SHELTER / MISSION","400 BLOCK E JEFFERSON ST                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"125","80-11-025701","2011-04-07 19:40:00","2011-04-07 19:40:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","PARK / PLAYGROUND","100 BLOCK RIVER RD                                          ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LVIL","40202"
"126","80-11-030577","2011-04-24 02:15:00","2011-04-24 02:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","2700 BLOCK MONTANA AVE                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"127","80-11-030931","2011-04-22 18:38:00","2011-04-22 18:38:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1400 BLOCK S 7TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"128","80-11-029601","2011-04-20 20:09:00","2011-04-20 20:09:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","OAKDALE LN / POPLAR LEVEL RD                                ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ALL OTHER","LOUISVILLE","40219"
