INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year
80-17-010601,ROBBERY,NULL,                                                       ,               ,     ,2/6/2017,7800 BLOCK OUTER LOOP                                       ,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2017
80-17-010769,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,380C ,2/6/2017,9200 BLOCK BLUE LICK RD                                     ,LOUISVILLE          ,KY,40229,WHITE,F,23,2017
80-17-010769,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,380C ,2/6/2017,9200 BLOCK BLUE LICK RD                                     ,LOUISVILLE          ,KY,40229,WHITE,F,23,2017
80-17-010769,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,2/6/2017,9200 BLOCK BLUE LICK RD                                     ,LOUISVILLE          ,KY,40229,WHITE,F,23,2017
80-17-010769,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,2/6/2017,9200 BLOCK BLUE LICK RD                                     ,LOUISVILLE          ,KY,40229,WHITE,F,23,2017
80-17-010790,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",INTERAMRS                                              ,               ,9MM  ,2/6/2017,W MANSLICK RD / PENILE RD                                   ,LOUISVILLE          ,KY,40118,WHITE,M,25,2017
80-17-010408,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,2/5/2017,100 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE          ,KY,40203,NULL, ,NULL,2017
80-17-010408,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,2/5/2017,100 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE          ,KY,40203,NULL, ,NULL,2017
80-17-010371,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JC-40 SERIES   ,40C  ,2/5/2017,5500 BLOCK HALSTEAD AVE                                     ,LOUISVILLE          ,KY,40219,WHITE,M,33,2017
80-17-010376,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",                                                       ,.357 REVOLVER  ,357C ,2/5/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,33,2017
80-17-010392,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT111    ,9MM  ,2/5/2017,ARTHUR ST / E GAULBERT AVE                                  ,LOUISVILLE          ,KY,40208,BLACK,M,34,2017
80-17-010521,ROBBERY,NULL,TAURUS INTERNATIONAL                                   ,MODEL PT140    ,     ,2/5/2017,S 5TH ST / MONTANA AVE                                      ,LOUISVILLE          ,KY,40208,BLACK,M,19,2017
80-17-010521,ROBBERY,NULL,TAURUS INTERNATIONAL                                   ,               ,     ,2/5/2017,S 5TH ST / MONTANA AVE                                      ,LOUISVILLE          ,KY,40208,BLACK,M,19,2017
80-17-010521,ROBBERY,NULL,COBRA ENTERPRISES INC                                  ,               ,     ,2/5/2017,S 5TH ST / MONTANA AVE                                      ,LOUISVILLE          ,KY,40208,BLACK,M,19,2017
80-17-010383,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT111    ,9MM  ,2/5/2017,SEELBACH AVE / TAYLOR BLVD                                  ,LOUISVILLE          ,KY,40215,BLACK,M,21,2017
80-17-010325,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",PIETRO ZANOLETTI                                       ,               ,9MM  ,2/4/2017,300 BLOCK WOODBINE ST                                       ,LOUISVILLE          ,KY,40208,BLACK,M,25,2017
80-17-010118,WPNS LAW VIOLATION,NULL,SMITH & WESSON                                         ,               ,     ,2/4/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,51,2017
80-17-010215,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",COLT                                                   ,PISTOL POCKET P,32C  ,2/4/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,35,2017
80-17-010215,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",COLT                                                   ,PISTOL POCKET P,32C  ,2/4/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,35,2017
80-17-010122,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,709 SLIM       ,9MM  ,2/4/2017,6300 BLOCK COMMERCE PARK CT                                 ,LOUISVILLE          ,KY,40118,WHITE,M,20,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-010348,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,2/4/2017,7600 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40214,BLACK,M,32,2017
80-17-009394,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",ANDERSON MANUFACTURING                                 ,               ,     ,2/3/2017,13300 BLOCK HORNCASTLE                                      ,LOUISVILLE          ,KY,40272,WHITE,M,35,2017
80-17-009394,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",ANDERSON MANUFACTURING                                 ,               ,     ,2/3/2017,13300 BLOCK HORNCASTLE                                      ,LOUISVILLE          ,KY,40272,WHITE,M,35,2017
80-17-009394,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",ANDERSON MANUFACTURING                                 ,               ,     ,2/3/2017,13300 BLOCK HORNCASTLE                                      ,LOUISVILLE          ,KY,40272,WHITE,M,35,2017
80-17-009394,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",ANDERSON MANUFACTURING                                 ,               ,     ,2/3/2017,13300 BLOCK HORNCASTLE                                      ,LOUISVILLE          ,KY,40272,WHITE,M,35,2017
80-17-009394,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",ANDERSON MANUFACTURING                                 ,               ,     ,2/3/2017,13300 BLOCK HORNCASTLE                                      ,LOUISVILLE          ,KY,40272,WHITE,M,35,2017
80-17-009930,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,               ,9MM  ,2/3/2017,300 BLOCK CHARIOT CT                                        ,LOUISVILLE          ,KY,40219,BLACK,M,30,2017
80-17-009975,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT145    ,4570,2/3/2017,3300 BLOCK W MARKET ST                                      ,LOUISVILLE          ,KY,40212,BLACK,M,31,2017
80-17-009719,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,2/3/2017,4200 BLOCK GLEN HILL MANOR DR                               ,LOUISVILLE          ,KY,40272,BLACK,M,22,2017
80-17-009901,SHOPLIFTING,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT111    ,9MM  ,2/3/2017,4200 BLOCK OUTER LOOP                                       ,LOUISVILLE          ,KY,40219,BLACK,M,22,2017
80-17-009709,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC                                  ",ITM ARMS COMPANY                                       ,               ,762M ,2/3/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,21,2017
80-17-009709,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO ROSSI & CO                              ,.38 SPL REVOLVE,38C  ,2/3/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,21,2017
80-17-009971,INTIMIDATION,NULL,RUBY ARMS CO.                                          ,NONE           ,     ,2/3/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,20,2017
80-17-009975,STOLEN PROPERTY,NULL,SMITH & WESSON                                         ,PISTOLS: M&P   ,     ,2/3/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,31,2017
80-17-009699,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",               ,40C  ,2/3/2017,6600 BLOCK STANA DR                                         ,LOUISVILLE          ,KY,40258,BLACK,M,41,2017
80-17-009699,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","FNH USA, LLC                                           ",               ,57,2/3/2017,6600 BLOCK STANA DR                                         ,LOUISVILLE          ,KY,40258,BLACK,M,41,2017
80-17-009725,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,45C  ,2/3/2017,DR W J HODGE ST / W KENTUCKY ST                             ,LOUISVILLE          ,KY,40210,WHITE,M,21,2017
80-17-010093,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,40C  ,2/3/2017,S 30TH ST / W MADISON ST                                    ,LOUISVILLE          ,KY,40211,BLACK,M,26,2017
80-17-009520,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",HARRINGTON & RICHARDSON                                ,               ,32C  ,2/2/2017,1000 BLOCK FAIRDALE RD                                      ,LOUISVILLE          ,KY,40118,HISPANIC,M,17,2017
80-17-009384,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 19/19C (9,9MM  ,2/2/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,          ,BLACK,M,21,2017
80-17-009695,STOLEN PROPERTY,NULL,DAVIS INDUSTRIES                                       ,DAVIS INDUSTRIE,     ,2/2/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,27,2017
80-17-009695,STOLEN PROPERTY,NULL,"KELTEC, CNC INDUSTRIES, INC                            ",P-11           ,     ,2/2/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,27,2017
80-17-009429,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,     ,2/2/2017,700 BLOCK SUTCLIFFE AVE                                     ,LOUISVILLE          ,KY,40211,BLACK,M,24,2017
80-17-009663,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",PF-9           ,9MM  ,2/2/2017,S 28TH ST / MAGAZINE ST                                     ,LOUISVILLE          ,KY,40211,BLACK,M,21,2017
80-17-007103,THEFT OTHER,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,REVOLER: MODEL ,     ,2/1/2017,5000 BLOCK BELMONT AVE                                      ,LOUISVILLE          ,KY,40258,WHITE,M,59,2017
80-17-007103,THEFT OTHER,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,2/1/2017,5000 BLOCK BELMONT AVE                                      ,LOUISVILLE          ,KY,40258,WHITE,M,59,2017
80-17-009251,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,C9             ,9MM  ,2/1/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,19,2017
80-17-009273,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (INDUSTRIA S.A.)                               ,MOD 21A        ,22C  ,2/1/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,28,2017
80-17-009112,NARCOTICS,"PISTOL, REVOLVER                                       ",                                                       ,               ,22C  ,2/1/2017,6200 BLOCK BARLEY AVE                                       ,LOUISVILLE          ,KY,40218,BLACK,M,64,2017
80-17-009112,NARCOTICS,"PISTOL, REVOLVER                                       ",                                                       ,               ,22C  ,2/1/2017,6200 BLOCK BARLEY AVE                                       ,LOUISVILLE          ,KY,40218,BLACK,M,64,2017
80-17-009128,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",NORINCO                                                ,               ,45C  ,2/1/2017,W JEFFERSON ST / ROY WILKINS AVE                            ,LOUISVILLE          ,KY,40203,WHITE,F,19,2017
80-17-009128,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",MASTERPIECE ARMS                                       ,               ,9MM  ,2/1/2017,W JEFFERSON ST / ROY WILKINS AVE                            ,LOUISVILLE          ,KY,40203,BLACK,F,19,2017
